"","time_horizon","total_wildland_area","houses_per_ha","house_price","agric_land_price","fire_fight_cost_per_ha","salvage_logging_cost_per_ha","output_1"
"1",36,165253,17.2331256931182,43354.1838893224,6593.22275862727,1869.27915352827,1891.74970313084,-305088242.994763
"2",36,165253,19.9891008039005,86076.009164205,9418.44249992658,44.8442781255945,1948.5500161731,-319137593.003022
"3",36,165253,11.7795940294862,22645.4010016826,18490.9333312508,889.229094583606,1815.89226512406,-300052752.77983
"4",36,165253,1.98619782812893,34762.5118054367,13120.949409064,41.1744486064989,1832.58926920612,-302840840.693018
"5",36,165253,11.0703606228344,24384.754587997,4374.80574036104,1028.54569356385,1767.57080611213,-292096376.751156
"6",36,165253,13.7892960433615,33880.2545276479,14111.4159443152,551.052779965988,1975.54729773136,-325765298.150977
"7",36,165253,4.89165215690155,28826.8623222635,11591.680549021,1657.71064805503,1915.08501379493,-315738732.622082
"8",36,165253,17.824105775496,25759.4166209088,4713.05172722414,685.13646348309,1833.4200242144,-302978159.261503
"9",36,165253,17.6399427409749,82024.8205942147,8337.73002007326,1661.8281771803,2095.68658408044,-346318468.959433
"10",36,165253,18.633749512583,55158.3406226529,7079.75470508047,392.393968765398,1930.95255139893,-311646003.660364
